,write_value,delay
698,16337900.0,0.0
699,11967600.0,0.0
700,13077800.0,0.0
701,12829500.0,0.0
702,16453800.0,0.0
703,13165100.0,0.0
704,12408200.0,0.0
705,12844600.0,0.0
706,16955600.0,0.0
707,13729100.0,0.0
708,12711800.0,0.0
709,14279700.0,0.0
710,12132300.0,0.0
711,14628400.0,0.0
712,14615600.0,0.0
713,15711200.0,0.0
714,11357000.0,0.0
715,10832800.0,0.0
716,12822100.0,0.0
717,16732500.0,0.0
718,12981800.0,0.0
719,10391500.0,0.0
720,11062300.0,0.0
721,14262100.0,0.0
722,11168000.0,0.0
723,10474400.0,0.0
724,13997700.0,0.0
725,11523600.0,0.0
726,12910700.0,0.0
727,13297300.0,0.0
728,10590800.0,0.0
729,9912500.0,0.0
730,14938100.0,0.0
731,11032000.0,0.0
732,10056200.0,0.0
733,12066600.0,0.0
734,10072500.0,0.0
735,10537300.0,0.0
736,13097700.0,0.0
737,10170700.0,0.0
738,10540900.0,0.0
739,12761300.0,0.0
740,11030400.0,0.0
741,10445900.0,0.0
742,10781000.0,0.0
743,10669500.0,0.0
744,10807500.0,0.0
745,10616000.0,0.0
746,12704500.0,0.0
747,10558100.0,0.0
748,12273600.0,0.0
749,11445300.0,0.0
750,10295300.0,0.0
751,10887600.0,0.0
752,10602600.0,0.0
753,13243400.0,0.0
754,9986400.0,0.0
755,14014700.0,0.0
756,11901100.0,0.0
757,15140900.0,0.0
758,12485100.0,0.0
759,10414800.0,0.0
760,11333100.0,0.0
761,18519800.0,0.0
762,15638300.0,0.0
763,10256400.0,0.0
764,17423200.0,0.0
765,12523900.0,0.0
766,12481200.0,0.0
767,13819300.0,0.0
768,17016300.0,0.0
769,12071600.0,0.0
770,15003400.0,0.0
771,18858400.0,0.0
772,13311300.0,0.0
773,13207500.0,0.0
774,20998100.0,0.0
775,12390500.0,0.0
776,15427800.0,0.0
777,12586200.0,0.0
778,15063900.0,0.0
779,12719900.0,0.0
780,13181600.0,0.0
781,18610300.0,0.0
782,13250600.0,0.0
783,12369200.0,0.0
784,12773600.0,0.0
785,17235800.0,0.0
786,17072800.0,0.0
787,13286200.0,0.0
788,12684000.0,0.0
789,14795300.0,0.0
790,12107400.0,0.0
791,13376500.0,0.0
792,16211900.0,0.0
793,14426400.0,0.0
794,11583600.0,0.0
795,15310700.0,0.0
796,13247800.0,0.0
797,12502300.0,0.0
798,12763800.0,0.0
799,12642600.0,0.0
800,13231800.0,0.0
801,12893000.0,0.0
802,12987000.0,0.0
803,12164700.0,0.0
804,13234100.0,0.0
805,12118900.0,0.0
806,14562700.0,0.0
807,13414400.0,0.0
808,19907900.0,0.0
809,11977200.0,0.0
810,13121100.0,0.0
811,13209600.0,0.0
812,11410200.0,0.0
813,11147300.0,0.0
814,13244900.0,0.0
815,18125800.0,0.0
816,11080200.0,0.0
817,13227000.0,0.0
818,10519100.0,0.0
819,12846900.0,0.0
820,13352700.0,0.0
821,14029700.0,0.0
822,13284900.0,0.0
823,17754600.0,0.0
824,14402000.0,0.0
825,12972300.0,0.0
826,12848500.0,0.0
827,14266000.0,0.0
828,10603900.0,0.0
829,12902300.0,0.0
830,12590900.0,0.0
831,15691200.0,0.0
832,12228400.0,0.0
833,10736600.0,0.0
834,13511200.0,0.0
835,18333400.0,0.0
836,13157700.0,0.0
837,10741100.0,0.0
838,14800400.0,0.0
839,12595500.0,0.0
840,12893700.0,0.0
841,12795600.0,0.0
842,17675700.0,0.0
843,12531100.0,0.0
844,12286600.0,0.0
845,13776900.0,0.0
846,18375600.0,0.0
847,13017000.0,0.0
848,13254600.0,0.0
849,11768100.0,0.0
850,16191900.0,0.0
851,14606800.0,0.0
852,13901500.0,0.0
853,17725800.0,0.0
854,12856900.0,0.0
855,12565600.0,0.0
856,14975400.0,0.0
857,13410500.0,0.0
858,13466100.0,0.0
859,13523900.0,0.0
860,14391900.0,0.0
861,14071400.0,0.0
862,12852500.0,0.0
863,18521400.0,0.0
864,15288600.0,0.0
865,14117500.0,0.0
866,12949400.0,0.0
867,13208500.0,0.0
868,12361300.0,0.0
869,11558800.0,0.0
870,14848000.0,0.0
871,12064900.0,0.0
872,10481300.0,0.0
873,13903900.0,0.0
874,9499800.0,0.0
875,12909000.0,0.0
876,17233700.0,0.0
877,11086400.0,0.0
878,14420000.0,0.0
879,12607700.0,0.0
880,10532800.0,0.0
881,14041400.0,0.0
882,12342900.0,0.0
883,16343400.0,0.0
884,13425600.0,0.0
885,12910900.0,0.0
886,12500200.0,0.0
887,10634200.0,0.0
888,10238400.0,0.0
889,13905000.0,0.0
890,9913300.0,0.0
891,11761300.0,0.0
892,13756300.0,0.0
893,11092100.0,0.0
894,10415200.0,0.0
895,11232500.0,0.0
896,14320200.0,0.0
897,12803200.0,0.0
898,10134400.0,0.0
899,11419500.0,0.0
900,10868900.0,0.0
901,12089800.0,0.0
902,10966800.0,0.0
903,10636600.0,0.0
904,11363000.0,0.0
905,12402500.0,0.0
906,13034600.0,0.0
907,14921800.0,0.0
908,19185000.0,0.0
909,12286300.0,0.0
910,10550100.0,0.0
911,11093800.0,0.0
912,12397400.0,0.0
913,19880600.0,0.0
914,12129200.0,0.0
915,12911500.0,0.0
916,15350800.0,0.0
917,14352400.0,0.0
918,12881800.0,0.0
919,16844100.0,0.0
920,17653200.0,0.0
921,10722700.0,0.0
922,10291800.0,0.0
923,14799500.0,0.0
924,29883700.0,0.0
925,11115000.0,0.0
926,10384300.0,0.0
927,13371700.0,0.0
928,11760900.0,0.0
929,12384400.0,0.0
930,15568300.0,0.0
931,10941200.0,0.0
932,13004700.0,0.0
933,12937100.0,0.0
934,21941800.0,0.0
935,14264300.0,0.0
936,12802900.0,0.0
937,13742300.0,0.0
938,16744300.0,0.0
939,12036000.0,0.0
940,12983400.0,0.0
941,18409400.0,0.0
942,15338100.0,0.0
943,13346700.0,0.0
944,14397600.0,0.0
945,13767900.0,0.0
946,18160500.0,0.0
947,13595600.0,0.0
948,14797100.0,0.0
949,15333100.0,0.0
950,11996300.0,0.0
951,14919100.0,0.0
952,19632600.0,0.0
953,12998400.0,0.0
954,14494300.0,0.0
955,13643800.0,0.0
956,14033200.0,0.0
957,12967900.0,0.0
958,16482800.0,0.0
959,12653900.0,0.0
960,10810200.0,0.0
961,13177300.0,0.0
962,12352600.0,0.0
963,11230300.0,0.0
964,14644700.0,0.0
965,10637300.0,0.0
966,14631600.0,0.0
967,11158000.0,0.0
968,13104700.0,0.0
969,12456700.0,0.0
970,21508700.0,0.0
971,13056000.0,0.0
972,12224900.0,0.0
973,10887700.0,0.0
974,16999700.0,0.0
975,12893300.0,0.0
976,14663700.0,0.0
977,15320500.0,0.0
978,12718700.0,0.0
979,12850900.0,0.0
980,12489400.0,0.0
981,19961300.0,0.0
982,12233400.0,0.0
983,10639500.0,0.0
984,10910000.0,0.0
985,17808900.0,0.0
986,11943800.0,0.0
987,12614000.0,0.0
988,10599300.0,0.0
989,18125600.0,0.0
990,11911800.0,0.0
991,13008100.0,0.0
992,12621600.0,0.0
993,12612000.0,0.0
994,13928800.0,0.0
995,11690500.0,0.0
996,12559100.0,0.0
997,11274800.0,0.0
998,10100900.0,0.0
999,10435000.0,0.0
